"compname","MLRARSYM","Count","total","percentmlra","ctotal","affinity"
"Amanda Severely Eroded","139",684,85510805,0.000799898913359546,0.0797475258218743,1
"Amanda Severely Eroded","124",318,127505241,0.000249401512836637,0.0797475258218743,0.31
"Amanda Severely Eroded","111E",23129,29389481,0.0786982253956781,0.0797475258218743,98.68
"Amanda Variant","124",8212,127505241,0.00644051957048573,0.00816902916886891,78.84
"Amanda Variant","111E",508,29389481,0.00172850959838318,0.00816902916886891,21.16
"Amboy","141",603,9138474,0.00659847585056323,0.0771906182110377,8.55
"Amboy","101",51015,72267250,0.0705921423604745,0.0771906182110377,91.45
"Ambraw","113",11059,28309658,0.0390644069243083,1.27395170505392,3.07
"Ambraw","110",14195,56520334,0.0251148551245292,1.27395170505392,1.97
"Ambraw","98",20878,175031822,0.011928116705544,1.27395170505392,0.94
"Ambraw","114B",962,52719090,0.00182476594341822,1.27395170505392,0.14
"Ambraw","115",372941,33107001,1.12647170911071,1.27395170505392,88.42
"Ambraw","108",35915,51640704,0.0695478512454052,1.27395170505392,5.46
"Amenia","144B",493246,331949767,0.148590554666664,1.67978504003473,8.85
"Amenia","143",50154,493943103,0.0101538010542886,1.67978504003473,0.6
"Amenia","101",66149,72267250,0.0915338552387146,1.67978504003473,5.45
"Amenia","142",668466,51240559,1.30456422225995,1.67978504003473,77.66
"Amenia","144A",209708,194998048,0.107543640641982,1.67978504003473,6.4
"Amenia","141",1590,9138474,0.0173989661731269,1.67978504003473,1.04
"Amostown","149B",24541,20420367,0.120179034980125,0.373230906677127,32.2
"Amostown","144B",185,331949767,5.57313239505904e-05,0.373230906677127,0.01
"Amostown","144A",22305,194998048,0.0114385760415407,0.373230906677127,3.06
"Amostown","145",60144,24898413,0.24155756433151,0.373230906677127,64.72
"Ampersand","143",1836542,493943103,0.371812459541519,0.45350750896516,81.99
"Ampersand","142",41861,51240559,0.0816950494236411,0.45350750896516,18.01
"Amwell","144A",9935,194998048,0.00509492279635538,0.100398952434905,5.07
"Amwell","148",94778,99448051,0.0953040296385497,0.100398952434905,94.93
"Andic Cryaquods","143",4800,493943103,0.000971771843932397,0.000971771843932397,100
"Andover","149A",230,31149224,0.000738381155177413,3.54488718406147,0.02
"Andover","124",235342,127505241,0.184574373691823,3.54488718406147,5.21
"Andover","148",227861,99448051,0.229125656771293,3.54488718406147,6.46
"Andover","139",8365,85510805,0.00978238948867339,3.54488718406147,0.28
"Andover","126",25936,164009984,0.0158136714408801,3.54488718406147,0.45
"Andover","147",3015018,177749021,1.69622200057012,3.54488718406147,47.85
"Andover","140",7648,203269067,0.00376250066617367,3.54488718406147,0.11
"Andover","128",2530,4516193,0.0560206350791474,3.54488718406147,1.58
"Andover","130A",89344,11575167,0.771859274254963,3.54488718406147,21.77
"Andover","125",45541,72179215,0.0630943409401169,3.54488718406147,1.78
"Andover","127",943832,183662793,0.513893960003102,3.54488718406147,14.5
"Andover Variant","127",8514,183662793,0.00463566945755856,0.0437830018077041,10.59
"Andover Variant","147",69584,177749021,0.0391473323501455,0.0437830018077041,89.41
"Andres","111C",35532,28641418,0.124058103547806,0.998078487770694,12.43
"Andres","111D",54,41553717,0.000129952273583612,0.998078487770694,0.01
"Andres","108",12501,51640704,0.0242076482923238,0.998078487770694,2.43
"Andres","110",472915,56520334,0.8367165700047,0.998078487770694,83.83
"Andres","98",22695,175031822,0.0129662136522809,0.998078487770694,1.3
"Angatoka","108",620,51640704,0.0012006033070347,0.0863169359807159,1.39
"Angatoka","111D",35369,41553717,0.0851163326736812,0.0863169359807159,98.61
"Angelica","94C",70177,33684714,0.208334854794967,0.453501730183698,45.94
"Angelica","94A",224599,91610663,0.245166875388731,0.453501730183698,54.06
"Angola","142",4300,51240559,0.00839178979292556,0.550767578637657,1.52
"Angola","140",96883,203269067,0.0476624414279424,0.550767578637657,8.65
"Angola","101",292219,72267250,0.404358820904352,0.550767578637657,73.42
"Angola","141",8031,9138474,0.0878811932933223,0.550767578637657,15.96
"Angola","143",2001,493943103,0.000405107387439318,0.550767578637657,0.07
"Angola","144A",4033,194998048,0.00206822583167602,0.550767578637657,0.38
"Anguilla","144A",14514,194998048,0.00744315143093125,0.0629171789055599,11.83
"Anguilla","149B",11328,20420367,0.0554740274746286,0.0629171789055599,88.17
"Annalake","94C",128605,33684714,0.381790387176807,0.495120582414537,77.11
"Annalake","96",383,44104308,0.000868395894568848,0.495120582414537,0.18
"Annalake","94A",103027,91610663,0.112461799343162,0.495120582414537,22.71
"Annandale","149A",173,31149224,0.000555391042807359,1.22390000091527,0.05
"Annandale","148",1148236,99448051,1.15460885201259,1.22390000091527,94.34
"Annandale","147",93531,177749021,0.0526196990980895,1.22390000091527,4.3
"Annandale","144A",31426,194998048,0.016116058761778,1.22390000091527,1.32
"Annapolis","149A",99647,31149224,0.31990203030419,0.31990203030419,100
"Annemessex","153D",12480,62896151,0.0198422316812359,0.0947140808162256,20.95
"Annemessex","149A",23322,31149224,0.0748718491349897,0.0947140808162256,79.05
"Annisquam","144A",12309,194998048,0.00631237088075877,0.00631237088075877,100
"Anthroportic Udorthents","99",194815,107369567,0.181443406584661,0.733869309657189,24.72
"Anthroportic Udorthents","110",279361,56520334,0.494266364384896,0.733869309657189,67.35
"Anthroportic Udorthents","143",349,493943103,7.06559111525847e-05,0.733869309657189,0.01
"Anthroportic Udorthents","97",14187,34895370,0.0406558233943357,0.733869309657189,5.54
"Anthroportic Udorthents","144B",57869,331949767,0.0174330593821444,0.733869309657189,2.38
"Antung","97",199988,34895370,0.573107549798154,0.93445687398874,61.33
"Antung","96",20534,44104308,0.046557810180357,0.93445687398874,4.98
"Antung","111D",268,41553717,0.000644948320748298,0.93445687398874,0.07
"Antung","111C",54445,28641418,0.190091845312966,0.93445687398874,20.34
"Antung","111B",4504,91807049,0.00490594137275886,0.93445687398874,0.53
"Antung","114A",973,24974392,0.00389599074123606,0.93445687398874,0.42
"Antung","98",198112,175031822,0.113186275350547,0.93445687398874,12.11
"Antung","110",1168,56520334,0.00206651291197253,0.93445687398874,0.22
"Apalona","115",108865,33107001,0.328827730424752,7.95772005324397,4.13
"Apalona","120B",1739366,24321372,7.15159490180077,7.95772005324397,89.87
"Apalona","120C",3006,9696412,0.0310011579540968,7.95772005324397,0.39
"Apalona","122",77524,192403601,0.0402923851721465,7.95772005324397,0.51
"Apalona","114A",101397,24974392,0.406003877892202,7.95772005324397,5.1
"Appleriver","108",4458,51640704,0.00863272506896885,0.00863272506896885,100
"Appleton","143",89236,493943103,0.0180660483885732,8.85196792881647,0.2
"Appleton","140",536040,203269067,0.263709578595153,8.85196792881647,2.98
"Appleton","139",42,85510805,4.911659994313e-05,8.85196792881647,0
"Appleton","142",21896,51240559,0.0427317742571856,8.85196792881647,0.48
"Appleton","144A",19972,194998048,0.0102421538086371,8.85196792881647,0.12
"Appleton","101",6155124,72267250,8.51716925716697,8.85196792881647,96.22
"Appling","130A",85,11575167,0.000734330658037158,0.0189870765062187,3.87
"Appling","148",18152,99448051,0.0182527458481816,0.0189870765062187,96.13
"Appoquinimink","144A",4863,194998048,0.0024938711181355,2.16850129447942,0.12
"Appoquinimink","153C",87055,23918134,0.36397070105887,2.16850129447942,16.78
"Appoquinimink","153D",688637,62896151,1.09487939889994,2.16850129447942,50.49
"Appoquinimink","148",546,99448051,0.000549030367623796,2.16850129447942,0.03
"Appoquinimink","149A",220103,31149224,0.706608293034844,2.16850129447942,32.59
"Aptakisic","111B",2162,91807049,0.00235493899820263,0.0166259091591362,14.16
"Aptakisic","110",8066,56520334,0.0142709701609336,0.0166259091591362,85.84
"Aqepts","140",2270,203269067,0.00111674640588575,0.0022424910028138,49.8
"Aqepts","147",2001,177749021,0.00112574459692805,0.0022424910028138,50.2
"Aqualfs","147",3954,177749021,0.00222448482571389,0.00222448482571389,100
"Aquapaug","144A",10113,194998048,0.00518620576140331,0.0092997459343101,55.77
"Aquapaug","149B",840,20420367,0.00411354017290678,0.0092997459343101,44.23
"Aquasco","149A",247120,31149224,0.793342395945401,0.802283875034829,98.89
"Aquasco","148",5886,99448051,0.00591866802899938,0.802283875034829,0.74
"Aquasco","153C",723,23918134,0.00302281106042804,0.802283875034829,0.38
"Aquents","96",65617,44104308,0.14877684964471,3.68949297718444,4.03
"Aquents","149B",634,20420367,0.00310474341621774,3.68949297718444,0.08
"Aquents","110",589446,56520334,1.04289192629329,3.68949297718444,28.27
"Aquents","142",88510,51240559,0.172734259202754,3.68949297718444,4.68
"Aquents","94A",260291,91610663,0.284127405561949,3.68949297718444,7.7
"Aquents","108",3971,51640704,0.00768967053586256,3.68949297718444,0.21
"Aquents","111C",6877,28641418,0.0240106827113099,3.68949297718444,0.65
"Aquents","101",41307,72267250,0.0571586714590634,3.68949297718444,1.55
"Aquents","111B",16179,91807049,0.017622829811249,3.68949297718444,0.48
"Aquents","144B",7157,331949767,0.00215604911088852,3.68949297718444,0.06
"Aquents","113",68278,28309658,0.241182708742013,3.68949297718444,6.54
"Aquents","99",201858,107369567,0.188002993436678,3.68949297718444,5.1
"Aquents","115",17041,33107001,0.0514724967084757,3.68949297718444,1.4
"Aquents","141",1098,9138474,0.0120151351308763,3.68949297718444,0.33
"Aquents","97",70723,34895370,0.202671586517065,3.68949297718444,5.49
"Aquents","147",396033,177749021,0.222804602676265,3.68949297718444,6.04
"Aquents","124",119711,127505241,0.0938871210792033,3.68949297718444,2.54
"Aquents","98",233211,175031822,0.133239200355236,3.68949297718444,3.61
"Aquents","144A",23770,194998048,0.012189865613424,3.68949297718444,0.33
"Aquents","122",12871,192403601,0.00668958373601334,3.68949297718444,0.18
"Aquents","111A",3018,103233144,0.00292347969175481,3.68949297718444,0.08
"Aquents","126",158956,164009984,0.0969184900353383,3.68949297718444,2.63
"Aquents","114B",57110,52719090,0.108328880487125,3.68949297718444,2.94
"Aquents","94C",91659,33684714,0.272108589076933,3.68949297718444,7.38
"Aquents","127",425732,183662793,0.231800896112911,3.68949297718444,6.28
"Aquents","139",4881,85510805,0.00570805057910518,3.68949297718444,0.15
"Aquents","145",3529,24898413,0.0141735941162194,3.68949297718444,0.38
"Aquents","120C",1310,9696412,0.013510152002617,3.68949297718444,0.37
"Aquents","143",9721,493943103,0.00196804043643059,3.68949297718444,0.05
"Aquents","140",35825,203269067,0.0176244229034613,3.68949297718444,0.48
"Aquepts","101",318,72267250,0.0004400333484393,0.187548580411464,0.23
"Aquepts","144A",9377,194998048,0.00480876608569948,0.187548580411464,2.56
"Aquepts","115",210,33107001,0.000634306924991484,0.187548580411464,0.34
"Aquepts","130A",1305,11575167,0.0112741353969234,0.187548580411464,6.01
"Aquepts","94C",6180,33684714,0.0183466007756515,0.187548580411464,9.78
"Aquepts","147",3097,177749021,0.00174234433617499,0.187548580411464,0.93
"Aquepts","140",25345,203269067,0.0124686950031605,0.187548580411464,6.65
"Aquepts","142",9818,51240559,0.0191606028341728,0.187548580411464,10.22
"Aquepts","127",5356,183662793,0.00291621395521302,0.187548580411464,1.55
"Aquepts","113",140,28309658,0.000494530877059695,0.187548580411464,0.26
"Aquepts","149B",1232,20420367,0.00603319225359662,0.187548580411464,3.22
"Aquepts","94A",14525,91610663,0.015855141229575,0.187548580411464,8.45
"Aquepts","108",47242,51640704,0.0914820990821504,0.187548580411464,48.78
"Aquepts","143",9345,493943103,0.00189191830865589,0.187548580411464,1.01
"Aquic Dystrudepts","140",8417,203269067,0.00414081695962131,0.00414081695962131,100
"Aquic Hapludalfs","114A",860,24974392,0.00344352727385716,0.0175463500915831,19.63
"Aquic Hapludalfs","120B",3430,24321372,0.0141028228177259,0.0175463500915831,80.37
"Aquic Hapludults","125",7063,72179215,0.00978536549614733,0.00978536549614733,100
"Aquic Udifluvents","147",15565,177749021,0.00875672896111197,0.00875672896111197,100
"Aquic Udipsamments","96",203818,44104308,0.462127191747346,0.588854650528242,78.48
"Aquic Udipsamments","94C",21499,33684714,0.0638242022776266,0.588854650528242,10.84
"Aquic Udipsamments","144A",6854,194998048,0.00351490697999192,0.588854650528242,0.6
"Aquic Udipsamments","149B",11805,20420367,0.0578099306442436,0.588854650528242,9.82
"Aquic Udipsamments","94A",1446,91610663,0.00157841887903376,0.588854650528242,0.27
"Aquic Udorthents","124",159,127505241,0.000124700756418319,0.000124700756418319,100
"Aquolls","120B",794,24321372,0.00326461845984676,0.185748062525454,1.76
"Aquolls","98",23163,175031822,0.0132335936033392,0.185748062525454,7.12
"Aquolls","111C",22317,28641418,0.0779186281908249,0.185748062525454,41.95
"Aquolls","97",10762,34895370,0.0308407677007007,0.185748062525454,16.6
"Aquolls","110",8,56520334,1.41541980272091e-05,0.185748062525454,0.01
"Aquolls","122",3466,192403601,0.00180142158565941,0.185748062525454,0.97
"Aquolls","101",2105,72267250,0.00291279936624128,0.185748062525454,1.57
"Aquolls","139",45803,85510805,0.0535639911236948,0.185748062525454,28.84
"Aquolls","111B",2018,91807049,0.00219808829711976,0.185748062525454,1.18
"Arcola","136",3760,11412644,0.0329459150745436,0.190709690656229,17.28
"Arcola","148",156893,99448051,0.157763775581685,0.190709690656229,82.72
"Arenac","98",443,175031822,0.00025309683401456,0.0522194049406683,0.48
"Arenac","99",55796,107369567,0.0519663081066537,0.0522194049406683,99.52
"Arendtsville","130A",109207,11575167,0.943459390261929,1.07426121556708,87.82
"Arendtsville","147",3839,177749021,0.0021597868603732,1.07426121556708,0.2
"Arendtsville","148",127932,99448051,0.128642038444776,1.07426121556708,11.97
"Arendtsvillle","147",5652,177749021,0.00317976434874429,0.0143272930217798,22.19
"Arendtsvillle","148",11086,99448051,0.0111475286730355,0.0143272930217798,77.81
"Arenic Eutroboralfs","94C",700,33684714,0.00207809393898966,0.00207809393898966,100
"Arenic Glossudalfs","94A",1256,91610663,0.00137101944126308,0.00137101944126308,100
"Arenic Hapludalfs","94A",14294,91610663,0.0156029871762854,0.0164846927475424,94.65
"Arenic Hapludalfs","94C",297,33684714,0.00088170557125704,0.0164846927475424,5.35
"Arents","124",29670,127505241,0.0232696317165504,0.0886784386385195,26.24
"Arents","123",8054,41335991,0.0194842310663364,0.0886784386385195,21.97
"Arents","139",23954,85510805,0.0280128341675651,0.0886784386385195,31.59
"Arents","122",9805,192403601,0.00509605846722172,0.0886784386385195,5.75
"Arents","126",21019,164009984,0.0128156832208459,0.0886784386385195,14.45
"Arenzville","115",7238,33107001,0.0218624453480398,0.0218624453480398,100
"Argic Endoaquods","94C",80210,33684714,0.238119878351943,0.481278253922263,49.48
"Argic Endoaquods","94A",222759,91610663,0.24315837557032,0.481278253922263,50.52
"Argic Udipsamments","96",5794,44104308,0.0131370386765846,0.0131370386765846,100
"Arkabutla","122",6928,192403601,0.00360076420815014,1.67033425460461,0.22
"Arkabutla","134",56515,10678804,0.529225932042577,1.67033425460461,31.68
"Arkabutla","133C",80591,7084876,1.13750755835388,1.67033425460461,68.1
"Arkona","99",95870,107369567,0.0892897332816849,0.79800251495483,11.19
"Arkona","96",287527,44104308,0.65192497748746,0.79800251495483,81.69
"Arkona","98",57992,175031822,0.0331322609439557,0.79800251495483,4.15
"Arkona","94A",21671,91610663,0.0236555432417294,0.79800251495483,2.96
"Arkport","96",34595,44104308,0.0784390495368389,1.52462333237759,5.14
"Arkport","141",639,9138474,0.00699241470731328,1.52462333237759,0.46
"Arkport","97",8829,34895370,0.0253013508668915,1.52462333237759,1.66
"Arkport","124",78,127505241,6.11739559787978e-05,1.52462333237759,0
"Arkport","99",87197,107369567,0.0812120253777311,1.52462333237759,5.33
"Arkport","111B",451,91807049,0.000491247681863731,1.52462333237759,0.03
"Arkport","98",939467,175031822,0.536740684788164,1.52462333237759,35.2
"Arkport","94A",676,91610663,0.000737905368068344,1.52462333237759,0.05
"Arkport","139",2029,85510805,0.00237279955439549,1.52462333237759,0.16
"Arkport","143",10,493943103,2.02452467485916e-06,1.52462333237759,0
"Arkport","140",156591,203269067,0.0770363156141215,1.52462333237759,5.05
"Arkport","127",81,183662793,4.41025635497115e-05,1.52462333237759,0
"Arkport","101",499635,72267250,0.691371264300219,1.52462333237759,45.35
"Arkport","142",12206,51240559,0.0238209735377789,1.52462333237759,1.56
"Armagh","139",87003,85510805,0.101745036782194,0.763440464396253,13.33
"Armagh","126",35326,164009984,0.0215389326542462,0.763440464396253,2.82
"Armagh","127",1137050,183662793,0.61909654178024,0.763440464396253,81.09
"Armagh","147",25545,177749021,0.0143713871706781,0.763440464396253,1.88
"Armagh","124",8268,127505241,0.00648443933375256,0.763440464396253,0.85
"Armagh","148",203,99448051,0.000204126675142181,0.763440464396253,0.03
"Armiesburg","134",38616,10678804,0.361613529005683,1.75769538227285,20.57
"Armiesburg","115",169337,33107001,0.511483960748967,1.75769538227285,29.1
"Armiesburg","111C",1787,28641418,0.00623921622874957,1.75769538227285,0.35
"Armiesburg","114A",87566,24974392,0.350623150305321,1.75769538227285,19.95
