"ES","MLRARSYM","Series","coiid","muname"
NA,"111B","Urban land",249994,"Miamian-Urban land complex, rolling"
NA,"111B","Urban land",251138,"Glynwood-Urban land complex, 2 to 6 percent slopes"
NA,"111B","Urban land",251181,"Urban land, undulating"
NA,"111B","Urban land",2246293,"Pewamo-Urban land complex, 0 to 2 percent slopes"
NA,"111B","Urban land",2643775,"Blount-Urban land complex, 0 to 2 percent slopes"
NA,"111B","Urban land",1974578,"Urban land"
NA,"111B","Urban land",1974580,"Urban land-Orthents, clayey, complex, 1 to 8 percent slopes"
NA,"111B","Urban land",1974582,"Urban land-Aquents, clayey, complex, 0 to 3 percent slopes"
NA,"111B","Urban land",1974586,"Urban land-Alfic Udarents-Glynwood complex, 1 to 8 percent slopes"
NA,"111B","Urban land",2082727,"Typic Endoaquents-Urban land complex, till substratum, 0 to 3 percent slopes"
NA,"111B","Urban land",2134633,"Aquents, clayey-Urban land complex, 0 to 3 percent slopes"
NA,"111B","Urban land",923935,"Glynwood-Urban land complex, 2 to 6 percent slopes"
NA,"111B","Urban land",924667,"Urban land"
NA,"111B","Urban land",251524,"Udorthents, clayey-Urban land complex, undulating"
NA,"111B","Urban land",1974587,"Urban land-Typic Endoaquents-Pewamo complex, 0 to 3 percent slopes"
NA,"111B","Urban land",1974585,"Urban land-Aeric Epiaquents-Blount complex, 0 to 3 percent slopes"
NA,"111B","Urban land",2082730,"Alfic Udarents-Urban land complex, till substratum, 1 to 8 percent slopes"
NA,"111B","Urban land",2082736,"Aeric Epiaquents-Urban land complex, till substratum, 0 to 3 percent slopes"
NA,"111B","Urban land",2134636,"Orthents, clayey-Urban land complex, 1 to 8 percent slopes"
"F111BY203IN","111B","Wabasha",245291,"Wabasha silty clay loam"
"F111BY203IN","111B","Wabasha",248037,"Wabasha silty clay"
NA,"111B","Wallkill",237650,"Wallkill silt loam"
NA,"111B","Wallkill",239183,"Wallkill silt loam"
NA,"111B","Wallkill",239250,"Wallkill silt loam, coprogenous earth substratum, drained"
NA,"111B","Wallkill",239251,"Wallkill silt loam, undrained"
NA,"111B","Wallkill",240129,"Wallkill silty clay loam"
NA,"111B","Wallkill",241463,"Wallkill silt loam, undrained"
NA,"111B","Wallkill",243253,"Wallkill silt loam"
NA,"111B","Wallkill",243254,"Wallkill silty clay loam"
NA,"111B","Wallkill",245382,"Wallkill silt loam"
NA,"111B","Wallkill",246441,"Wallkill silt loam, frequently flooded"
NA,"111B","Wallkill",248188,"Wallkill silty clay loam"
NA,"111B","Wallkill",250055,"Wallkill silt loam"
NA,"111B","Wallkill",237834,"Wallkill silt loam"
NA,"111B","Wallkill",271466,"Kokomo, Barry, and Wallkill loams, overwashed, 0 to 3 percent slopes"
NA,"111B","Wallkill",271563,"Wallkill loam, overwashed, 0 to 3 percent slopes"
NA,"111B","Wallkill variant",239022,"Wallkill Variant silty clay, frequently flooded"
NA,"111B","Wallkill variant",239022,"Wallkill variant silty clay, frequently flooded"
NA,"111B","Wallkill Variant",240130,"Wallkill Variant silty clay loam, coprogenous earth substratum"
NA,"111B","Wallkill Variant",245383,"Wallkill Variant silty clay loam"
NA,"111B","Wallkill Variant",246143,"Wallkill Variant silty clay"
"R111BY002IN","111B","Warners",271564,"Warners muck and marl, 0 to 3 percent slopes"
"R111BY402IN","111B","Warsaw",245228,"Warsaw silt loam, 1 to 4 percent slopes"
NA,"111B","Warsaw Variant",248189,"Warsaw Variant silt loam, 0 to 2 percent slopes"
"F111BY203IN","111B","Washtenaw",243255,"Washtenaw silt loam"
"F111BY203IN","111B","Washtenaw",240247,"Washtenaw complex"
"F111BY203IN","111B","Washtenaw",239184,"Washtenaw silt loam"
"F111BY203IN","111B","Washtenaw",240530,"Washtenaw silt loam"
"F111BY203IN","111B","Washtenaw",237837,"Washtenaw silt loam"
NA,"111B","Water",243882,"Water"
NA,"111B","Water",245290,"Water"
NA,"111B","Water",246440,"Water"
NA,"111B","Water",247400,"Water"
NA,"111B","Water",247482,"Water"
NA,"111B","Water",248036,"Water"
NA,"111B","Water",248098,"Water"
NA,"111B","Water",248187,"Water"
NA,"111B","Water",250054,"Water"
NA,"111B","Water",250109,"Water"
NA,"111B","Water",852783,"Water"
NA,"111B","Water",924687,"Water"
NA,"111B","Water",245064,"Water"
NA,"111B","Water",245227,"Water"
NA,"111B","Water",1188804,"Water"
"F111BY503IN","111B","Wawasee",240533,"Wawasee sandy loam, 6 to 12 percent slopes"
"F111BY503IN","111B","Wawasee",240535,"Wawasee loam, 12 to 18 percent slopes, severely eroded"
"F111BY503IN","111B","Wawasee",240131,"Wawasee sandy loam, 2 to 6 percent slopes"
"F111BY503IN","111B","Wawasee",240133,"Wawasee sandy loam, 6 to 15 percent slopes"
"F111BY303IN","111B","Weikert",250057,"Weikert shaly silt loam, 35 to 70 percent slopes"
"R111BY401IN","111B","Westland",250059,"Westland silty clay loam, clay substratum"
"R111BY401IN","111B","Westland",889732,"Westland clay loam, 0 to 1 percent slopes"
"R111BY401IN","111B","Westland",252557,"Westland-Rensselaer complex, 0 to 1 percent slopes"
"R111BY401IN","111B","Westland",924696,"Westland-Rensselaer complex, 0 to 1 percent slopes"
"R111BY401IN","111B","Westland",239079,"Westland clay loam, limestone"
"R111BY401IN","111B","Westland",245229,"Westland silty clay loam"
"R111BY401IN","111B","Westland",246442,"Westland clay loam"
"R111BY401IN","111B","Westland",243256,"Westland loam"
"R111BY401IN","111B","Westland",239185,"Westland loam"
"R111BY401IN","111B","Westland",243257,"Westland silty clay loam"
"F111BY501IN","111B","Wetzel",250060,"Wetzel silty clay loam"
"F111BY501IN","111B","Wetzel",245230,"Wetzel silty clay loam"
"F111BY403IN","111B","Whitaker",242372,"Whitaker silt loam"
"F111BY403IN","111B","Whitaker",243176,"Whitaker loam, 2 to 6 percent slopes"
"F111BY403IN","111B","Whitaker",243171,"Whitaker fine sandy loam, 0 to 2 percent slopes"
"F111BY403IN","111B","Whitaker",885576,"Whitaker loam"
"F111BY403IN","111B","Whitaker",250111,"Whitaker loam, 0 to 3 percent slopes"
"F111BY403IN","111B","Whitaker",239023,"Whitaker silt loam"
"F111BY403IN","111B","Whitaker",239252,"Whitaker silt loam, 0 to 2 percent slopes"
"F111BY403IN","111B","Whitaker",237651,"Whitaker silt loam"
NA,"111B","Willette",243258,"Willette muck"
NA,"111B","Willette",250061,"Willette muck"
NA,"111B","Willette",271566,"Willette muck, 0 to 3 percent slopes"
